iter	Logloss
306	0.05075920614
307	0.05062347903
308	0.05052434071
309	0.05046616731
310	0.05035960522
311	0.05027682991
312	0.05021225562
313	0.05012353062
314	0.05005082882
315	0.05003372609
316	0.04997660581
317	0.04990921279
318	0.04986817269
319	0.04978019195
320	0.04963899628
321	0.04955075322
322	0.04942802446
323	0.04930821023
324	0.04921564666
325	0.04915320847
326	0.04906198012
327	0.04898125922
328	0.04893452162
329	0.04887367873
330	0.0488071011
331	0.04874915567
332	0.04864880332
333	0.04857251233
334	0.04847712006
335	0.04838186414
336	0.04830836816
337	0.0482231971
338	0.04812461077
339	0.04807978211
340	0.04791880443
341	0.04784421974
342	0.04774463545
343	0.0476483624
344	0.04756650861
345	0.04750926118
346	0.04743442631
347	0.04736313905
348	0.04728336551
349	0.04722208906
350	0.04720900633
351	0.04715365402
352	0.04705857898
353	0.04695445274
354	0.04685177003
355	0.0467747894
356	0.04666623512
357	0.04660281709
358	0.04652465531
359	0.04643804718
360	0.04640233345
361	0.0463418792
362	0.0463195161
363	0.04627140316
364	0.04617344731
365	0.04607776431
366	0.04601465482
367	0.04592899288
368	0.04583541372
369	0.04575657321
370	0.04565905514
371	0.04561521558
372	0.04556280852
373	0.04552141105
374	0.04540780568
375	0.04533357604
376	0.04528144164
377	0.04521694258
378	0.0451507652
379	0.04505168
380	0.04479689113
381	0.04470639828
382	0.04462830415
383	0.04455182522
384	0.04450085988
385	0.04443395677
386	0.04436730734
387	0.04430932557
388	0.04424524305
389	0.04420425839
390	0.04412624693
391	0.04402064691
392	0.04394638877
393	0.04377770767
394	0.04365784672
395	0.04358403343
396	0.04351402085
397	0.04348575234
398	0.04344172099
399	0.04337260657
400	0.04332756664
401	0.04323817236
402	0.04318336396
403	0.04310739507
404	0.0430356656
405	0.04297110324
406	0.04287938303
407	0.04281421373
408	0.042756577
409	0.04269670268
410	0.0426578986
411	0.04260418536
412	0.04256561058
413	0.04250266591
414	0.04244630538
415	0.04239571172
416	0.04231693016
417	0.04224148498
418	0.04217694351
419	0.04208860417
420	0.04199821442
421	0.04194893361
422	0.04185352366
423	0.04177966776
424	0.04172508344
425	0.041668276
426	0.04161466583
427	0.04155902142
428	0.04150875121
429	0.04139558602
430	0.04132559546
431	0.04125322448
432	0.04120584822
433	0.04113117347
434	0.04108555217
435	0.04102212911
436	0.04099038123
437	0.04091839331
438	0.04088530372
439	0.04083960385
440	0.04076525003
441	0.04070542604
442	0.04047241534
443	0.04018483012
444	0.04014243112
445	0.04007313825
446	0.04004735332
447	0.04001877244
448	0.03995362208
449	0.03991086704
450	0.03983117169
451	0.03979887876
452	0.03975925008
453	0.03972007391
454	0.03968029268
455	0.03960727591
456	0.0395657594
457	0.03951601728
458	0.03950602377
459	0.03947592402
460	0.03944030514
461	0.0393981679
462	0.03937154958
463	0.03930271737
464	0.03925389783
465	0.03921063991
466	0.0391819456
467	0.03911864313
468	0.03906318153
469	0.03900561438
470	0.03894538228
471	0.03888467857
472	0.03883977427
473	0.03876040321
474	0.03872935811
475	0.03868335245
476	0.03862352391
477	0.03855014578
478	0.03851794322
479	0.03849583303
480	0.03841582166
481	0.03837805929
482	0.03836023967
483	0.03830883532
484	0.03829578029
485	0.03825985376
486	0.03817489397
487	0.03812926642
488	0.03808570461
489	0.03802367377
490	0.03798014142
491	0.03792958376
492	0.03786460964
493	0.03782719003
494	0.03777414821
495	0.03772148365
496	0.03764736638
497	0.03762316085
498	0.03756899495
499	0.03753793339
500	0.03749341272
501	0.03741756762
502	0.03737250659
503	0.03730583928
504	0.0372670707
505	0.03719023891
506	0.03708157017
507	0.03704385339
508	0.03700252022
509	0.03694721889
510	0.03691692686
511	0.03687492191
512	0.03684049691
513	0.0368047823
514	0.03672927861
515	0.03670997268
516	0.0366752567
517	0.03667066317
518	0.03663800742
519	0.03661697848
520	0.03655895798
521	0.03651985327
522	0.03647084186
523	0.03644797842
524	0.03641388307
525	0.03634113966
526	0.03633211849
527	0.03627819516
528	0.03623361963
529	0.03618333453
530	0.03613531229
531	0.03611493291
532	0.03608234328
533	0.03603535087
534	0.03601813546
535	0.03599401885
536	0.03597508006
537	0.0359646051
538	0.03595524819
539	0.03589850709
540	0.03586195342
541	0.03582302957
542	0.03576643693
543	0.03571080929
544	0.03563882775
545	0.03558394874
546	0.03557118364
547	0.03550105809
548	0.03544579056
549	0.03542327906
550	0.03541487402
551	0.03536766401
552	0.0353155871
553	0.03526807625
554	0.03521352276
555	0.03519200431
556	0.0351614278
557	0.03513230962
558	0.03509637915
559	0.03506511852
560	0.03499031312
561	0.0349547831
562	0.03491515272
563	0.03486965786
564	0.03480043564
565	0.0347655891
566	0.03471994864
567	0.03469930524
568	0.03463992658
569	0.03460153513
570	0.03456552669
571	0.0345490111
572	0.0345207894
573	0.03448531736
574	0.03446519304
575	0.03442902988
576	0.03436666363
577	0.03433188493
578	0.03429188665
579	0.03422631455
580	0.03419845083
581	0.03415781387
582	0.03408534429
583	0.03405993579
584	0.03403125204
585	0.03397933478
586	0.03392652433
587	0.03390597129
588	0.03387153046
589	0.03385400139
590	0.03379871849
591	0.03376759667
592	0.03373445872
593	0.03372062446
594	0.03368948794
595	0.03364087156
596	0.03360137718
597	0.03355978843
598	0.033498346
599	0.03347544546
600	0.03342088084
601	0.03338839431
602	0.03334542842
603	0.03327850243
604	0.03326216428
605	0.03319798217
606	0.03316376968
607	0.03313789171
608	0.03309964778
609	0.03307042081
610	0.03304009441
611	0.03301347333
612	0.03296852051
613	0.03293586957
614	0.03290698026
615	0.03286427028
616	0.0328067384
617	0.03279205926
618	0.03273539817
619	0.03271063616
620	0.03269504103
621	0.03268978736
622	0.03263610162
623	0.03259594177
624	0.03256811608
625	0.03250401206
626	0.03246196783
627	0.03242405622
628	0.03239188471
629	0.03234887836
630	0.03231851217
631	0.03229721097
632	0.03229069083
633	0.03227168296
634	0.0322716658
635	0.03224862647
636	0.03223239896
637	0.03217518296
638	0.03213805932
639	0.03209787213
640	0.03208192189
641	0.03203016834
642	0.03202269198
643	0.03198400012
644	0.03195660369
645	0.03193433478
646	0.03192344444
647	0.03190939254
648	0.03187446745
649	0.03182422504
650	0.03180190652
651	0.03175267831
652	0.03171346037
653	0.03167877155
654	0.0316292411
655	0.03160618803
656	0.03158401407
657	0.03156370287
658	0.03155381072
659	0.03154698092
660	0.03152568111
661	0.03151726596
662	0.03149039612
663	0.03144838011
664	0.03142248415
665	0.0313923547
666	0.03136282188
667	0.03133378379
668	0.03128191431
669	0.03124929951
670	0.03122462052
671	0.0312048429
672	0.03116954838
673	0.03115749867
674	0.03112747122
675	0.03111194724
676	0.03108508228
677	0.03105533094
678	0.03101004706
679	0.03095670542
680	0.0309325861
681	0.03089643109
682	0.03087364299
683	0.03084097582
684	0.03083179105
685	0.03077031909
686	0.03074689446
687	0.03071276566
688	0.03071272575
689	0.03067720463
690	0.03064365865
691	0.03062086557
692	0.03060162211
693	0.03057898198
694	0.03055885104
695	0.03053145584
696	0.03053143945
697	0.03051472852
698	0.03048059104
699	0.03044098988
700	0.03040298557
701	0.03037306395
702	0.03032738211
703	0.03031404652
704	0.03028536935
705	0.03026158297
706	0.03022632164
707	0.03019700393
708	0.0301833239
709	0.03015532847
710	0.03013842637
711	0.03009296216
712	0.03004073991
713	0.02999147253
714	0.02996408903
715	0.02992572098
716	0.02990028921
717	0.02989621766
718	0.02989615104
719	0.02987255226
720	0.02987244818
721	0.02986370544
722	0.02986370544
723	0.02983856349
724	0.02982598919
725	0.02982595347
726	0.02981459425
727	0.02981457824
728	0.02980362848
729	0.02978564851
730	0.02975815385
731	0.02973339905
732	0.02970096738
733	0.02964788092
734	0.02960260101
735	0.02958162385
736	0.02955676412
737	0.02954646138
738	0.02951189785
739	0.02951176272
740	0.02948758864
741	0.02946794087
742	0.029435357
743	0.02941765683
744	0.02939589683
745	0.02936673417
746	0.02933428582
747	0.02929443574
748	0.02926024356
749	0.02924388384
750	0.02919091676
751	0.02914998746
752	0.029115761
753	0.02908306127
754	0.02905971012
755	0.02904425899
756	0.02902936234
757	0.02900029685
758	0.0289480811
759	0.02890207782
760	0.02889337894
761	0.02883690708
762	0.02881320961
763	0.02879227269
764	0.02875377105
765	0.02875373611
766	0.02872737788
767	0.02872112405
768	0.02869454347
769	0.02865279122
770	0.0286290033
771	0.02860151476
772	0.02856081072
773	0.02853131106
774	0.02849236303
775	0.02846833486
776	0.02844794077
777	0.02842922495
778	0.02839769115
779	0.02838186367
780	0.02835785362
781	0.02834399417
782	0.02831693442
783	0.02830735564
784	0.02828681795
785	0.02826472837
786	0.02825215533
787	0.02824113656
788	0.02821545847
789	0.02816933532
790	0.02814878416
791	0.0281341601
792	0.02809884337
793	0.02807715946
794	0.02805083092
795	0.02798197529
796	0.0278875751
797	0.02783873424
798	0.02782128316
799	0.02778601
800	0.02775023034
801	0.0277302191
802	0.02769903709
803	0.02766785065
804	0.02764916845
805	0.02760741004
806	0.02757716351
807	0.02755065926
808	0.02753045024
809	0.02750019765
810	0.02747825298
811	0.02747821114
812	0.0274554326
813	0.02742735566
814	0.02740830725
815	0.02739069102
816	0.02738590743
817	0.02738587266
818	0.02737316881
819	0.02733974705
820	0.02731230718
821	0.02728220509
822	0.02725901941
823	0.02723152462
824	0.02720524884
825	0.02716012468
826	0.02714440268
827	0.02713124721
828	0.02711872542
829	0.02707849169
830	0.02704756255
831	0.02701585087
832	0.02697962123
833	0.02695996935
834	0.02694154678
835	0.02692216899
836	0.0268981231
837	0.02688652631
838	0.02687318665
839	0.02686459005
840	0.02682429699
841	0.02681603023
842	0.02679477424
843	0.02677849263
844	0.02673434232
845	0.02669137684
846	0.02667597
847	0.02666065899
848	0.02665182985
849	0.02663635739
850	0.02660647382
851	0.02658997709
852	0.0265625044
853	0.02654962653
854	0.02652899979
855	0.02651917156
856	0.02650343208
857	0.026469757
858	0.02644141123
859	0.02641232844
860	0.02637753153
861	0.02634671381
862	0.02630808589
863	0.02629292677
864	0.02628415435
865	0.02626219297
866	0.02626211124
867	0.02624748334
868	0.0262180928
869	0.02618951619
870	0.02617710661
871	0.02617709889
872	0.02616492056
873	0.02616482635
874	0.02614719684
875	0.02612337256
876	0.02610844579
877	0.0260817121
878	0.02604058791
879	0.02602523251
880	0.02600324979
881	0.02597557462
882	0.02593364328
883	0.02592067887
884	0.02590521237
885	0.02590520199
886	0.02590505051
887	0.02587519009
888	0.02587513558
889	0.02586367672
890	0.02585609438
891	0.02582606832
892	0.02580877655
893	0.02575985672
894	0.02571853328
895	0.0256936159
896	0.02566519514
897	0.02564928881
898	0.02562536847
899	0.02561957404
900	0.0256194227
901	0.02561917345
902	0.02559261806
903	0.02557215202
904	0.02555726051
905	0.02554243754
906	0.02552809256
907	0.02550690922
908	0.0254906115
909	0.02547068522
910	0.02547060249
911	0.02544466718
912	0.02541981526
913	0.02538079479
914	0.02535224226
915	0.02532769431
916	0.0253043338
917	0.02528173447
918	0.02526685781
919	0.02524932227
920	0.025212734
921	0.02520099424
922	0.02519193105
923	0.02519193105
924	0.02517915658
925	0.02516724938
926	0.02515719243
927	0.02512223403
928	0.02510379245
929	0.02508678402
930	0.02505369509
931	0.02503861591
932	0.02500318615
933	0.02497945556
934	0.02497738297
935	0.0249594456
936	0.02493436502
937	0.02492103364
938	0.02490619622
939	0.02486731082
940	0.02486193371
941	0.02484492487
942	0.02484479586
943	0.02481636427
944	0.02480681978
945	0.02480214259
946	0.02478952981
947	0.02477806914
948	0.0247580879
949	0.02474177798
950	0.02470119523
951	0.02468412254
952	0.02463820069
953	0.02461967265
954	0.02460384063
955	0.02459175526
956	0.02459167604
957	0.02458078389
958	0.02456697794
959	0.02454165342
960	0.02453066414
961	0.02451799721
962	0.02451633668
963	0.02449909668
964	0.02446837303
965	0.02444777454
966	0.02442953072
967	0.02440877455
968	0.02438620119
969	0.02434431971
970	0.02433878989
971	0.02430681873
972	0.0242908758
973	0.02427463008
974	0.02425942058
975	0.02424675795
976	0.02422678642
977	0.02420640705
978	0.02419905566
979	0.02418100054
980	0.02418099335
981	0.0241751544
982	0.02415009952
983	0.02413387797
984	0.0241177296
985	0.02410845668
986	0.02406655502
987	0.02404706949
988	0.02401611393
989	0.02398873862
990	0.0239718844
991	0.02395374085
992	0.02394123307
993	0.02394123307
994	0.02392554002
995	0.02392550971
996	0.02392547894
997	0.02388846683
998	0.02388846683
999	0.02388839754
